取得時刻UTC,基軸資産照会,基軸資産アドレス,DEX,プールアドレス（pairAddress）,DEX Screener URL,ベースシンボル,ベース名称,ベースコントラクト,クオートシンボル,クオート名称,クオートコントラクト,流動性USD（API時点）,24時間出来高USD（API時点）,24時間買い件数（API時点）,24時間売り件数（API時点）,同一pairAddressで重複したAPI行数
2026-09-06T09:56:44.431941+00:00,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,uniswap,0x54f7883914619af9105355bf83ed678bcf9f63560218ac61c9963b9503d0ba32,https://dexscreener.com/robinhood/0x54f7883914619af9105355bf83ed678bcf9f63560218ac61c9963b9503d0ba32,USDG,Global Dollar,0x5fc5360d0400a0fd4f2af552add042d716f1d168,ETH,Ether,0x0000000000000000000000000000000000000000,1753404.09,2842753.9,7930,7938,1
2026-09-06T09:56:44.836859+00:00,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,ramses,0x584eb229d4130f68d8d323e8e1e787be47260d70,https://dexscreener.com/robinhood/0x584eb229d4130f68d8d323e8e1e787be47260d70,WETH,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,USDG,Global Dollar,0x5fc5360d0400a0fd4f2af552add042d716f1d168,8.79,2.47,10,11,1
2026-09-06T09:56:45.284704+00:00,ネイティブETH,0x0000000000000000000000000000000000000000,uniswap,0x590dcb6a87828bf688b48089a62239b693378f1fb64d2286e6a399ed8c005fdf,https://dexscreener.com/robinhood/0x590dcb6a87828bf688b48089a62239b693378f1fb64d2286e6a399ed8c005fdf,HOOKR,Hookr.fun,0x18e674231a58c239dc7daedcffe15ec3a24cff5c,ETH,Ether,0x0000000000000000000000000000000000000000,899880.78,2604467.7,2352,2210,1
2026-09-06T09:56:44.836859+00:00,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,ramses,0x5c919acb310764e27b1dd09541f3f63d4de4c701,https://dexscreener.com/robinhood/0x5c919acb310764e27b1dd09541f3f63d4de4c701,WETH,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,USDG,Global Dollar,0x5fc5360d0400a0fd4f2af552add042d716f1d168,1270.54,357.98,47,13,1
2026-09-06T09:56:44.836859+00:00,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,uniswap,0x5f009e071f07e92b6c624e83f52f17bbda34680d,https://dexscreener.com/robinhood/0x5f009e071f07e92b6c624e83f52f17bbda34680d,WETH,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,USDG,Global Dollar,0x5fc5360d0400a0fd4f2af552add042d716f1d168,526.36,827.37,38,14,1
2026-09-06T09:56:45.284704+00:00,ネイティブETH,0x0000000000000000000000000000000000000000,uniswap,0x64c5dbbee60473344dc6f7b11391ff9c7bb7464c0d5ecfb0d311ff26df9f8c77,https://dexscreener.com/robinhood/0x64c5dbbee60473344dc6f7b11391ff9c7bb7464c0d5ecfb0d311ff26df9f8c77,GRASS,Touch Grass,0x16391c40e85fb2246a2c8c17bfa2594c5d3ef84b,ETH,Ether,0x0000000000000000000000000000000000000000,215620.97,1608565.19,1418,1522,1
2026-09-06T09:56:45.284704+00:00,ネイティブETH,0x0000000000000000000000000000000000000000,uniswap,0x6538e2c223ed70228114983afecbe5e69fe627e2fafdf367bdd6bdeff2ad391f,https://dexscreener.com/robinhood/0x6538e2c223ed70228114983afecbe5e69fe627e2fafdf367bdd6bdeff2ad391f,ZZZ,ZZZ,0x7dbf38976f6d3b9c529e7d9484a71898b409ee6a,ETH,Ether,0x0000000000000000000000000000000000000000,541552.11,11876378.5,11295,11760,1
2026-09-06T09:56:45.284704+00:00,ネイティブETH,0x0000000000000000000000000000000000000000,uniswap,0x66afd314846523485d2e9505e46871fa49b8dfe4090d0f48d2580e89412097a9,https://dexscreener.com/robinhood/0x66afd314846523485d2e9505e46871fa49b8dfe4090d0f48d2580e89412097a9,AOBS,Agent OBS,0x47366e0f257ac009e82bd46fb74e2fb50826ce98,ETH,Ether,0x0000000000000000000000000000000000000000,65479.58,1301160.94,3799,2695,1
2026-09-06T09:56:44.836859+00:00,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,uniswap,0x69bfaf19c9f377bb306a89aed9f6b07e2c1a8d9a,https://dexscreener.com/robinhood/0x69bfaf19c9f377bb306a89aed9f6b07e2c1a8d9a,WETH,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,USDG,Global Dollar,0x5fc5360d0400a0fd4f2af552add042d716f1d168,5424790.1,18944623.01,50190,45792,1
2026-09-06T09:56:45.284704+00:00,ネイティブETH,0x0000000000000000000000000000000000000000,uniswap,0x6b7ec92db862dfb33576fcde7db4abbec3ab06897bab2cb1c6841832ed75b15f,https://dexscreener.com/robinhood/0x6b7ec92db862dfb33576fcde7db4abbec3ab06897bab2cb1c6841832ed75b15f,MINEFLY,Minecraft Fruit Fly,0x6bedf70814dafd07ed1368bd81e3af204fff6d7b,ETH,Ether,0x0000000000000000000000000000000000000000,6820.91,847437.79,5481,5628,1
2026-09-06T09:56:45.284704+00:00,ネイティブETH,0x0000000000000000000000000000000000000000,uniswap,0x70b5b746dc36c648893dafdf4b98d708a07673dfc1b3a0bb9dd70e36c0569f68,https://dexscreener.com/robinhood/0x70b5b746dc36c648893dafdf4b98d708a07673dfc1b3a0bb9dd70e36c0569f68,FATCOIN,FATCOIN,0x12d5ee7917ca430073c3a638ee1e6f0648a98a01,ETH,Ether,0x0000000000000000000000000000000000000000,133531.81,3396618.01,2720,2616,1
2026-09-06T09:56:44.431941+00:00,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,uniswap,0x72937c4aa3f88d8b1cb4503a05cd4f231efcda115a8ae5f7c9243e1a6226251b,https://dexscreener.com/robinhood/0x72937c4aa3f88d8b1cb4503a05cd4f231efcda115a8ae5f7c9243e1a6226251b,USDG,Global Dollar,0x5fc5360d0400a0fd4f2af552add042d716f1d168,WETH,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,179679.37,31696.88,4,2,1
2026-09-06T09:56:45.284704+00:00,ネイティブETH,0x0000000000000000000000000000000000000000,uniswap,0x77a0e74e47ddb1b74cc5fbcaf5f39d97ef89c51525a97d141529c6331da7da10,https://dexscreener.com/robinhood/0x77a0e74e47ddb1b74cc5fbcaf5f39d97ef89c51525a97d141529c6331da7da10,CATSTRO,Fidel Catstro,0x157a752f3446fe891d6e2881006813703fbb3ad9,ETH,Ether,0x0000000000000000000000000000000000000000,40697.23,1724970.98,5497,5058,1
2026-09-06T09:56:45.284704+00:00,ネイティブETH,0x0000000000000000000000000000000000000000,uniswap,0x78c5655cf64d5dcc13d3db21d0d72b460b4b360251618efcd21ab32a14c5fab4,https://dexscreener.com/robinhood/0x78c5655cf64d5dcc13d3db21d0d72b460b4b360251618efcd21ab32a14c5fab4,par,par,0x507b6f349a80114097a67b8b4677367acc15b220,ETH,Ether,0x0000000000000000000000000000000000000000,354072.5,5047823.07,5956,5105,1
2026-09-06T09:56:44.836859+00:00,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,alandale,0x7a35168956f129c032ec035cc47383a605a71df0,https://dexscreener.com/robinhood/0x7a35168956f129c032ec035cc47383a605a71df0,WETH,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,USDG,Global Dollar,0x5fc5360d0400a0fd4f2af552add042d716f1d168,159565.03,5868089.5,13654,14730,1
2026-09-06T09:56:44.431941+00:00,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,uniswap,0x84bd4e2d8be11aeb0afc1195b38f587b61e90068548f1063fdbe448fb8cad0b6,https://dexscreener.com/robinhood/0x84bd4e2d8be11aeb0afc1195b38f587b61e90068548f1063fdbe448fb8cad0b6,USDG,Global Dollar,0x5fc5360d0400a0fd4f2af552add042d716f1d168,WETH,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,533502.79,6213092.01,8293,10549,1
2026-09-06T09:56:44.431941+00:00,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,uniswap,0x85aa9a7c2ef9deec7bcbc5e78c6b26d2598c2aaf3f810b267fa4f8f9b0854142,https://dexscreener.com/robinhood/0x85aa9a7c2ef9deec7bcbc5e78c6b26d2598c2aaf3f810b267fa4f8f9b0854142,USDG,Global Dollar,0x5fc5360d0400a0fd4f2af552add042d716f1d168,ETH,Ether,0x0000000000000000000000000000000000000000,255187.88,2473876.66,9002,10407,1
2026-09-06T09:56:44.836859+00:00,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,robinswap,0x86d3e4447cbcdf6b12600d17f117d39bbcfa10a5,https://dexscreener.com/robinhood/0x86d3e4447cbcdf6b12600d17f117d39bbcfa10a5,WETH,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,USDG,Global Dollar,0x5fc5360d0400a0fd4f2af552add042d716f1d168,6856.08,11876.32,608,681,1
2026-09-06T09:56:44.836859+00:00,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,uniswap,0x8803c117ccae7b5146297876c2a25df135141c4d,https://dexscreener.com/robinhood/0x8803c117ccae7b5146297876c2a25df135141c4d,WETH,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,USDG,Global Dollar,0x5fc5360d0400a0fd4f2af552add042d716f1d168,952924.87,148511.07,553,327,1
2026-09-06T09:56:45.284704+00:00,ネイティブETH,0x0000000000000000000000000000000000000000,uniswap,0x8ac36987d40850e6767bd4de37b376224a779f4caa0a86051c05eb3b9b0451c8,https://dexscreener.com/robinhood/0x8ac36987d40850e6767bd4de37b376224a779f4caa0a86051c05eb3b9b0451c8,SIZE,size it,0x0f421d05e67b9e25d754e8e685af91b37bff6cef,ETH,Ether,0x0000000000000000000000000000000000000000,52319.93,1302789.06,2615,1993,1
2026-09-06T09:56:45.284704+00:00,ネイティブETH,0x0000000000000000000000000000000000000000,uniswap,0x8af2af98d13aeb778f5d0ffea7aea93be568d04201262b803c305f9b4f256eba,https://dexscreener.com/robinhood/0x8af2af98d13aeb778f5d0ffea7aea93be568d04201262b803c305f9b4f256eba,STOCKKIT,STOCK KIT,0x7161fc17d1c6d7aa78daff9b53cc7d303194a56c,ETH,Ether,0x0000000000000000000000000000000000000000,36169.89,4769230.62,14319,13255,1
2026-09-06T09:56:45.284704+00:00,ネイティブETH,0x0000000000000000000000000000000000000000,uniswap,0x8d91101e4a6dd93d45ca842ee8191749be424073316bfb50103a18d76c30477a,https://dexscreener.com/robinhood/0x8d91101e4a6dd93d45ca842ee8191749be424073316bfb50103a18d76c30477a,ASTRA,GPT‑6 Astra$,0x17472b240aa48f6e0d25b5a590c2dae2668d1823,ETH,Ether,0x0000000000000000000000000000000000000000,57422.38,87490.57,893,350,1
2026-09-06T09:56:45.284704+00:00,ネイティブETH,0x0000000000000000000000000000000000000000,uniswap,0x917d90894a647c3cb4f7bad482a1b3276f643f69a36278371acbf4afaa16b128,https://dexscreener.com/robinhood/0x917d90894a647c3cb4f7bad482a1b3276f643f69a36278371acbf4afaa16b128,MUPPETS,Muppets,0x5e7516be1be5d4396b060908cd44c9db093c4189,ETH,Ether,0x0000000000000000000000000000000000000000,53640.3,2834750.89,7075,6900,1
2026-09-06T09:56:45.284704+00:00,ネイティブETH,0x0000000000000000000000000000000000000000,uniswap,0x935c1401e40a4eeec0e722f1841cc4be9d7a523cf90cdc52900f9e343304f0fe,https://dexscreener.com/robinhood/0x935c1401e40a4eeec0e722f1841cc4be9d7a523cf90cdc52900f9e343304f0fe,RSTR,Robinhood Hat Strategy,0x78b96280c3347e0f58a7147b73eb0ec5ffff025d,ETH,Ether,0x0000000000000000000000000000000000000000,33522.03,3412796.67,12528,10425,1
2026-09-06T09:56:44.431941+00:00,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,uniswap,0x96327dbc057b35b02f8b2cb06f1062145f2bd32ca5f8ea2b13482416b5ddb860,https://dexscreener.com/robinhood/0x96327dbc057b35b02f8b2cb06f1062145f2bd32ca5f8ea2b13482416b5ddb860,USDG,Global Dollar,0x5fc5360d0400a0fd4f2af552add042d716f1d168,WETH,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,165216.13,9431.59,0,3,1
2026-09-06T09:56:44.836859+00:00,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,aeon-protocol,0x96b5de75c08971f41de6bde917fb0a8d0eb450f3,https://dexscreener.com/robinhood/0x96b5de75c08971f41de6bde917fb0a8d0eb450f3,WETH,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,USDG,Global Dollar,0x5fc5360d0400a0fd4f2af552add042d716f1d168,2.83,0.0,2,0,1
2026-09-06T09:56:45.284704+00:00,ネイティブETH,0x0000000000000000000000000000000000000000,uniswap,0x973b099dcb25fb82115f89418fb0aa44df4c070e717a29751a5adc7942f2d6c0,https://dexscreener.com/robinhood/0x973b099dcb25fb82115f89418fb0aa44df4c070e717a29751a5adc7942f2d6c0,HD,Hood Domains,0x17c35105dab9936f113af60f3bf74783caf08301,ETH,Ether,0x0000000000000000000000000000000000000000,56474.35,816547.37,2941,2098,1
2026-09-06T09:56:45.284704+00:00,ネイティブETH,0x0000000000000000000000000000000000000000,uniswap,0x98bf0831d402b2547b67ded1ecae8783103f1415c2ead093b6e7e9e2b4ef80f2,https://dexscreener.com/robinhood/0x98bf0831d402b2547b67ded1ecae8783103f1415c2ead093b6e7e9e2b4ef80f2,BELL,Openbell,0x218d0dc56476b05f131bd6cc82b80c7b052fa9b1,ETH,Ether,0x0000000000000000000000000000000000000000,155461.11,5482157.2,9943,7368,1
2026-09-06T09:56:44.836859+00:00,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,sushiswap,0x9b050cb1f265094b0977160a2bd7da8c9e529c3c,https://dexscreener.com/robinhood/0x9b050cb1f265094b0977160a2bd7da8c9e529c3c,WETH,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,USDG,Global Dollar,0x5fc5360d0400a0fd4f2af552add042d716f1d168,1288856.98,893660.69,3560,3555,1
2026-09-06T09:56:44.431941+00:00,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,uniswap,0x9b4315132bcad49a706f7e388438f3917bde7c2227957b9501daadef1fda2c1a,https://dexscreener.com/robinhood/0x9b4315132bcad49a706f7e388438f3917bde7c2227957b9501daadef1fda2c1a,USDG,Global Dollar,0x5fc5360d0400a0fd4f2af552add042d716f1d168,WETH,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,185059.99,26696.2,8,4,1
2026-09-06T09:56:45.284704+00:00,ネイティブETH,0x0000000000000000000000000000000000000000,uniswap,0x9cad6fa9a5b83dc7bacb4bb74cfc6ae3ee916813969af4e281e5e39aa09d7138,https://dexscreener.com/robinhood/0x9cad6fa9a5b83dc7bacb4bb74cfc6ae3ee916813969af4e281e5e39aa09d7138,BODKIN,BODKIN,0xb06b1e58f5ba2a3df1ab74c01cb2a44c5395b3be,ETH,Ether,0x0000000000000000000000000000000000000000,49373.58,5303503.39,14638,13841,1
2026-09-06T09:56:44.431941+00:00,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,uniswap,0x9d58e01587ffa377ef3b11e33c0ba105995d1a6996ef008fae83cb456237b0dd,https://dexscreener.com/robinhood/0x9d58e01587ffa377ef3b11e33c0ba105995d1a6996ef008fae83cb456237b0dd,USDG,Global Dollar,0x5fc5360d0400a0fd4f2af552add042d716f1d168,WETH,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,185015.85,118011.88,31,45,1
2026-09-06T09:56:45.284704+00:00,ネイティブETH,0x0000000000000000000000000000000000000000,uniswap,0xa06116d5b8288f43f21364df1fa58377ed95e491eb48e4cfaea99ab0a0e3d460,https://dexscreener.com/robinhood/0xa06116d5b8288f43f21364df1fa58377ed95e491eb48e4cfaea99ab0a0e3d460,PEZ,PEZ,0xa3602804e096cb73bd8344afc1ff3f3390b899c5,ETH,Ether,0x0000000000000000000000000000000000000000,213282.95,24491434.51,27355,26827,1
2026-09-06T09:56:45.284704+00:00,ネイティブETH,0x0000000000000000000000000000000000000000,uniswap,0xa6df276fad7c8532d44701a4bd80678770cbe5bd91eb5e02c39fc2e9cb9d0895,https://dexscreener.com/robinhood/0xa6df276fad7c8532d44701a4bd80678770cbe5bd91eb5e02c39fc2e9cb9d0895,PONINU,PONS INU,0x5ec9cd905ff6695fc8b5943a5e1e83a23b610156,ETH,Ether,0x0000000000000000000000000000000000000000,81458.75,1864659.49,7721,10023,1
2026-09-06T09:56:44.836859+00:00,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,uniswap,0xa9188730fe85be88ad499d7d52b099e800fb0334,https://dexscreener.com/robinhood/0xa9188730fe85be88ad499d7d52b099e800fb0334,WETH,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,USDG,Global Dollar,0x5fc5360d0400a0fd4f2af552add042d716f1d168,1871727.33,199766.52,497,236,1
2026-09-06T09:56:44.431941+00:00,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,uniswap,0xb0fe34ed84b74595e63db504f84084f0d21ec8c942c2db1eb11b85711072c5e2,https://dexscreener.com/robinhood/0xb0fe34ed84b74595e63db504f84084f0d21ec8c942c2db1eb11b85711072c5e2,USDG,Global Dollar,0x5fc5360d0400a0fd4f2af552add042d716f1d168,WETH,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,184470.23,20003.37,5,1,1
